userID,gender
812,0
813,1
814,0
815,1
816,1
817,1
818,0
819,1
820,1
821,1
822,1
823,1
824,1
825,0
826,1
827,0
828,1
829,1
830,0
831,0
832,1
833,0
834,1
835,0
836,1
837,0
838,1
839,0
840,1
841,0
842,1
843,1
844,0
845,0
846,1
847,0
848,1
849,1
850,1
851,1
852,1
853,0
854,1
855,1
856,1
857,1
858,0
859,1
860,0
861,0
862,1
863,1
864,1
865,0
866,1
867,1
868,0
869,1
870,0
871,0
872,0
873,0
874,0
875,1
876,1
877,0
878,0
879,1
880,0
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,0
890,1
891,1
892,0
893,0
894,0
895,1
896,0
897,1
898,1
899,0
900,0
901,1
902,1
903,0
904,1
905,0
906,1
907,1
908,0
909,1
910,1
911,1
912,1
913,0
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,0
923,0
924,0
925,1
926,1
927,1
928,1
929,0
930,1
931,0
932,1
933,1
934,0
935,0
936,0
937,1
938,0
939,0
940,1
941,1
942,0
943,1
944,1
945,1
946,0
947,0
948,0
949,1
950,1
951,1
952,0
953,0
954,0
955,0
956,1
957,1
958,1
959,0
960,0
961,1
962,0
963,1
964,1
965,0
966,1
967,1
968,0
969,1
970,1
971,0
972,1
973,1
974,0
975,0
976,1
977,1
978,1
979,0
980,1
981,1
982,1
983,0
984,1
985,0
986,1
987,0
988,0
989,1
990,0
991,1
992,0
993,1
994,1
995,0
996,1
997,0
998,0
999,1
1000,0
1001,1
1002,1
1003,0
1004,1
1005,0
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,1
1014,0
1015,0
1016,1
1017,0
1018,0
1019,0
1020,0
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,0
1028,1
1029,0
1030,1
1031,0
1032,0
1033,0
1034,1
1035,1
1036,1
1037,0
1038,0
1039,1
1040,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,1
1047,1
1048,0
1049,0
1050,0
1051,0
1052,1
1053,0
1054,1
1055,1
1056,0
1057,1
1058,1
1059,1
1060,1
1061,1
1062,0
1063,0
1064,0
1065,0
1066,1
1067,0
1068,0
1069,1
1070,0
1071,1
1072,1
1073,1
1074,1
1075,0
1076,0
1077,0
1078,0
1079,1
1080,1
1081,0
1082,0
1083,0
1084,1
1085,1
1086,2
1087,1
1088,1
1089,1
1090,1
1091,1
1092,0
1093,1
1094,1
1095,0
1096,1
1097,1
1098,1
1099,1
1100,0
1101,1
1102,0
1103,0
1104,1
1105,0
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,0
1118,1
1119,1
1120,0
1121,1
1122,1
1123,1
1124,1
1125,1
1126,0
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,0
1135,0
1136,1
1137,1
1138,0
1139,1
1140,0
1141,1
1142,0
1143,1
1144,0
1145,1
1146,0
1147,0
1148,0
1149,1
1150,1
1151,1
1152,1
1153,0
1154,0
1155,1
1156,0
1157,0
1158,1
1159,1
1160,1
1161,1
1162,0
1163,1
1164,0
1165,0
1166,0
1167,1
1168,1
1169,1
1170,0
1171,0
1172,0
1173,1
1174,0
1175,1
1176,0
1177,1
1178,1
1179,0
1180,1
1181,1
1182,1
1183,1
1184,0
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,0
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,0
1204,0
1205,0
1206,1
1207,1
1208,1
1209,1
1210,1
1211,0
1212,1
1213,1
1214,1
1215,1
1216,1
1217,0
1218,0
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,0
1230,1
1231,1
1232,1
1233,0
1234,1
1235,1
1236,1
1237,0
1238,1
1239,1
1240,1
1241,1
1242,0
1243,0
1244,1
1245,0
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,0
1255,1
1256,1
1257,1
1258,1
1259,1
1260,0
1261,1
1262,0
1263,1
1264,1
1265,0
1266,0
1267,1
1268,1
1269,0
1270,0
1271,1
1272,1
1273,0
1274,1
1275,1
1276,1
1277,1
1278,0
1279,1
1280,0
1281,1
1282,0
1283,1
1284,1
1285,0
1286,1
1287,1
1288,0
1289,0
1290,1
1291,0
1292,0
1293,0
1294,1
1295,0
1296,1
1297,1
1298,0
1299,0
1300,1
1301,1
1302,0
1303,1
1304,1
1305,1
1306,0
1307,1
1308,0
1309,1
1310,0
1311,1
1312,1
1313,0
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,0
1321,0
1322,1
1323,0
1324,0
1325,1
1326,1
1327,0
1328,0
1329,0
1330,1
1331,1
1332,1
1333,0
1334,1
1335,1
1336,0
1337,0
1338,0
1339,1
1340,0
1341,0
1342,1
1343,0
1344,1
1345,1
1346,1
1347,0
1348,1
1349,1
1350,1
1351,1
1352,0
1353,1
1354,1
1355,0
1356,0
1357,0
1358,0
1359,1
1360,1
1361,0
1362,1
1363,1
1364,0
1365,1
1366,0
1367,0
1368,0
1369,1
1370,0
1371,1
1372,1
1373,1
1374,0
1375,1
1376,0
1377,0
1378,1
1379,1
1380,0
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,1
1389,1
1390,0
1391,0
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,0
1399,0
1400,1
1401,1
1402,1
1403,0
1404,1
1405,0
1406,0
1407,1
1408,0
1409,1
1410,0
1411,0
1412,0
1413,1
1414,0
1415,1
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,1
1423,1
1424,1
1425,1
1426,0
1427,1
1428,1
1429,0
1430,1
1431,1
1432,0
1433,1
1434,0
1435,0
1436,0
1437,0
1438,1
1439,1
1440,1
1441,0
1442,1
1443,1
1444,1
1445,0
1446,0
1447,1
1448,1
1449,1
1450,0
1451,1
1452,1
1453,1
1454,0
1455,1
1456,0
1457,1
1458,1
1459,1
1460,0
1461,1
1462,1
1463,0
1464,1
1465,1
1466,1
1467,1
1468,0
1469,1
1470,1
1471,1
1472,1
1473,1
1474,0
1475,0
1476,1
1477,0
1478,1
1479,1
1480,1
1481,0
1482,1
1483,1
1484,1
1485,0
1486,1
1487,1
1488,1
1489,0
1490,0
1491,1
1492,0
1493,1
1494,0
1495,1
1496,0
1497,1
1498,0
1499,1
1500,0
1501,0
1502,1
1503,1
1504,0
1505,1
1506,0
1507,0
1508,1
1509,1
1510,1
1511,1
1512,1
1513,0
1514,1
1515,1
1516,0
1517,1
1518,1
1519,0
1520,1
1521,1
1522,1
1523,1
1524,0
1525,1
1526,1
1527,1
1528,1
1529,1
1530,0
1531,1
1532,1
1533,1
1534,1
1535,1
1536,0
1537,1
1538,1
1539,1
1540,1
1541,0
1542,0
1543,1
1544,0
1545,1
1546,1
1547,1
1548,1
1549,0
1550,1
1551,1
1552,1
1553,0
1554,1
1555,1
1556,1
1557,1
1558,0
1559,0
1560,0
1561,0
1562,1
1563,0
1564,1
1565,0
1566,1
1567,0
1568,1
1569,0
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,0
1579,1
1580,1
1581,1
1582,1
1583,0
1584,0
1585,1
1586,1
1587,0
1588,1
1589,1
1590,1
1591,0
1592,1
1593,0
1594,1
1595,1
1596,0
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,0
1604,1
1605,1
1606,1
1607,1
1608,0
1609,1
1610,0
1611,1
1612,1
1613,0
1614,1
1615,0
1616,1
1617,0
1618,1
1619,1
1620,1
1621,0
1622,1
1623,1
1624,1
1625,1
1626,0
1627,0
1628,1
1629,1
1630,0
1631,0
1632,1
1633,0
1634,1
1635,1
1636,1
1637,0
1638,0
1639,0
1640,1
1641,1
1642,1
1643,0
1644,1
1645,0
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,1
1662,1
1663,0
1664,0
1665,1
1666,0
1667,0
1668,0
1669,0
1670,1
1671,1
1672,1
1673,1
1674,1
1675,0
1676,1
1677,1
1678,0
1679,1
1680,1
1681,1
1682,0
1683,1
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,1
1691,1
1692,0
1693,1
1694,1
1695,0
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,1
1711,0
1712,1
1713,0
1714,1
1715,1
1716,0
1717,1
1718,0
1719,0
1720,0
1721,0
1722,1
1723,1
1724,1
1725,1
1726,0
1727,1
1728,1
1729,1
1730,0
1731,1
1732,1
1733,1
1734,0
1735,1
1736,0
1737,1
1738,0
1739,1
1740,0
1741,0
1742,1
1743,1
1744,1
1745,0
1746,1
1747,0
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,0
1755,0
1756,1
1757,1
1758,0
1759,0
1760,1
1761,0
1762,1
1763,1
1764,1
1765,0
1766,1
1767,1
1768,1
1769,0
1770,0
1771,0
1772,1
1773,0
1774,0
1775,0
1776,1
1777,1
1778,1
1779,0
1780,0
1781,0
1782,0
1783,1
1784,1
1785,1
1786,1
1787,0
1788,0
1789,1
1790,1
1791,1
1792,1
1793,0
1794,1
1795,1
1796,1
1797,1
1798,1
1799,0
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,0
1807,1
1808,0
1809,0
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,0
1820,0
1821,0
1822,1
1823,1
1824,1
1825,1
1826,1
1827,0
1828,0
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,0
1836,1
1837,0
1838,1
1839,1
1840,1
1841,1
1842,1
1843,0
1844,1
1845,1
1846,1
1847,0
1848,1
1849,0
1850,1
1851,0
1852,1
1853,1
1854,1
1855,0
1856,0
1857,1
1858,1
1859,1
1860,0
1861,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,0
1868,1
1869,1
1870,0
1871,1
1872,0
1873,0
1874,0
1875,0
1876,1
1877,1
1878,1
1879,1
1880,0
1881,1
1882,1
1883,1
1884,0
1885,1
1886,0
1887,0
1888,0
1889,1
1890,0
1891,1
1892,0
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,0
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,0
1910,1
1911,1
1912,0
1913,1
1914,1
1915,0
1916,1
1917,1
1918,1
1919,0
1920,0
1921,1
1922,0
1923,0
1924,0
1925,0
1926,0
1927,1
1928,1
1929,1
1930,0
1931,1
1932,1
1933,0
1934,1
1935,1
1936,0
1937,1
1938,0
1939,0
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,1
1948,0
1949,1
1950,1
1951,1
1952,1
1953,0
1954,0
1955,0
1956,0
1957,1
1958,0
1959,0
1960,1
1961,1
1962,0
1963,1
1964,1
1965,1
1966,0
1967,1
1968,1
1969,0
1970,1
1971,1
1972,1
1973,0
1974,1
1975,1
1976,1
1977,0
1978,0
1979,1
1980,0
1981,1
1982,1
1983,0
1984,1
1985,0
1986,1
1987,1
1988,0
1989,1
1990,0
1991,1
1992,0
1993,1
1994,1
1995,1
1996,0
1997,0
1998,0
1999,0
2000,1
2001,0
2002,1
2003,1
2004,1
2005,0
2006,1
2007,1
2008,1
2009,1
2010,0
2011,0
2012,1
2013,1
2014,1
2015,0
2016,1
2017,0
2018,0
2019,1
2020,1
2021,0
2022,1
2023,0
2024,1
2025,1
2026,1
2027,1
2028,1
2029,0
2030,1
2031,1
2032,1
2033,0
2034,1
2035,1
2036,1
2037,1
2038,0
2039,1
2040,0
2041,1
2042,1
2043,1
2044,0
2045,1
2046,1
2047,0
2048,1
2049,0
2050,1
2051,0
2052,0
2053,1
2054,1
2055,1
2056,1
2057,1
2058,0
2059,0
2060,1
2061,1
2062,1
2063,0
2064,1
2065,0
2066,1
2067,1
2068,0
2069,0
2070,1
2071,0
2072,1
2073,0
2074,0
2075,1
2076,0
2077,0
2078,0
2079,1
2080,1
2081,1
2082,1
2083,1
2084,0
2085,1
2086,0
2087,1
2088,1
2089,1
2090,0
2091,0
2092,0
2093,1
2094,0
2095,0
2096,1
2097,1
2098,1
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,0
2114,1
2115,1
2116,0
2117,1
2118,1
2119,0
2120,1
2121,1
2122,1
2123,0
2124,1
2125,0
2126,0
2127,1
2128,1
2129,0
2130,0
2131,1
2132,1
2133,1
2134,1
2135,0
2136,0
2137,0
2138,0
2139,1
2140,1
2141,1
2142,1
2143,0
2144,1
2145,0
2146,1
2147,1
2148,1
2149,1
2150,1
2151,0
2152,0
2153,1
2154,1
2155,0
2156,0
2157,1
2158,1
2159,0
2160,1
2161,0
2162,1
2163,0
2164,0
2165,1
2166,0
2167,1
2168,0
2169,1
2170,0
2171,0
2172,1
2173,0
2174,1
2175,1
2176,0
2177,1
2178,0
2179,0
2180,1
2181,1
2182,1
2183,0
2184,0
2185,0
2186,1
2187,0
2188,0
2189,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,0
2196,0
2197,1
2198,1
2199,1
2200,1
2201,0
2202,1
2203,1
2204,0
2205,1
2206,0
2207,0
2208,0
2209,1
2210,0
2211,0
2212,0
2213,1
2214,0
2215,1
2216,0
2217,1
2218,0
2219,1
2220,0
2221,1
2222,0
2223,0
2224,0
2225,1
2226,0
2227,0
2228,1
2229,0
2230,1
2231,1
2232,0
2233,1
2234,0
2235,0
2236,1
2237,0
2238,0
2239,0
2240,0
2241,1
2242,1
2243,1
2244,0
2245,1
2246,0
2247,1
2248,1
2249,0
2250,1
2251,0
2252,1
2253,0
2254,0
2255,1
2256,0
2257,1
2258,0
2259,1
2260,1
2261,0
2262,1
2263,1
2264,0
2265,0
2266,1
2267,1
2268,0
2269,1
2270,1
2271,1
2272,1
2273,1
2274,0
2275,0
2276,0
2277,1
2278,1
2279,1
2280,1
2281,0
2282,1
2283,1
2284,1
2285,0
2286,1
2287,1
2288,1
2289,0
2290,0
2291,0
2292,0
2293,1
2294,1
2295,0
2296,0
2297,1
2298,0
2299,0
2300,1
2301,1
2302,0
2303,0
2304,0
2305,0
2306,0
2307,1
2308,1
2309,0
2310,1
2311,0
2312,1
2313,1
2314,1
2315,0
2316,1
2317,0
2318,0
2319,0
2320,1
2321,1
2322,0
2323,1
2324,1
2325,1
2326,1
2327,0
2328,1
2329,0
2330,0
2331,1
2332,1
2333,1
2334,1
2335,1
2336,0
2337,0
2338,0
2339,1
2340,0
2341,1
2342,1
2343,1
2344,1
2345,1
2346,0
2347,1
2348,1
2349,1
2350,0
2351,1
2352,1
2353,0
2354,1
2355,1
2356,0
2357,1
2358,1
2359,0
2360,1
2361,0
2362,1
2363,0
2364,0
2365,0
2366,1
2367,1
2368,1
2369,1
2370,0
2371,0
2372,1
2373,1
2374,1
2375,1
2376,1
2377,1
2378,0
2379,1
2380,1
2381,1
2382,0
2383,0
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,0
2391,1
2392,0
2393,0
2394,0
2395,1
2396,1
2397,1
2398,1
2399,0
2400,1
2401,1
2402,1
2403,1
2404,1
2405,0
2406,0
2407,0
2408,0
2409,0
2410,1
2411,0
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,0
2420,1
2421,0
2422,0
2423,0
2424,0
2425,1
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,1
2434,0
2435,1
2436,1
2437,0
2438,0
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,0
2446,1
2447,0
2448,0
2449,0
2450,1
2451,1
2452,1
2453,1
2454,1
2455,0
2456,0
2457,0
2458,1
2459,0
2460,0
2461,1
2462,1
2463,1
2464,0
2465,0
2466,1
2467,0
2468,0
2469,1
2470,0
2471,1
2472,0
2473,1
2474,0
2475,1
2476,0
2477,1
2478,1
2479,1
2480,0
2481,0
2482,0
2483,1
2484,0
2485,1
2486,1
2487,0
2488,0
2489,1
2490,1
2491,0
2492,1
2493,0
2494,1
2495,0
2496,0
2497,0
2498,1
2499,0
2500,1
2501,0
2502,1
2503,1
2504,1
2505,0
2506,1
2507,1
2508,1
2509,0
2510,0
2511,1
2512,0
2513,1
2514,1
2515,1
2516,0
2517,0
2518,1
2519,1
2520,0
2521,1
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,0
2532,1
2533,1
2534,0
2535,1
2536,1
2537,1
2538,1
2539,1
2540,0
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,0
2562,1
2563,1
2564,1
2565,0
2566,1
2567,0
2568,0
2569,1
2570,0
2571,0
2572,1
2573,1
2574,1
2575,1
2576,0
2577,1
2578,1
2579,0
2580,0
2581,1
2582,1
2583,1
2584,1
2585,0
2586,1
2587,1
2588,1
2589,0
2590,1
2591,1
2592,0
2593,0
2594,1
2595,1
2596,1
2597,0
2598,1
2599,1
2600,0
2601,0
2602,0
2603,0
2604,1
2605,0
2606,0
2607,1
2608,1
2609,0
2610,0
2611,1
2612,1
2613,1
2614,1
2615,1
2616,0
2617,1
2618,0
2619,1
2620,0
2621,1
2622,1
2623,1
2624,1
2625,0
2626,1
2627,0
2628,0
2629,0
2630,1
2631,1
2632,1
2633,0
2634,1
2635,1
2636,1
2637,0
2638,1
2639,0
2640,0
2641,0
2642,1
2643,0
2644,1
2645,1
2646,1
2647,1
2648,0
2649,1
2650,0
2651,1
2652,1
2653,1
2654,1
2655,1
2656,1
2657,1
2658,0
2659,0
2660,1
2661,1
2662,0
2663,1
2664,1
2665,1
2666,1
2667,1
2668,1
2669,1
2670,0
2671,1
2672,1
2673,1
2674,0
2675,0
2676,1
2677,0
2678,0
2679,1
2680,0
2681,1
2682,0
2683,1
2684,1
2685,1
2686,0
2687,1
2688,1
2689,0
2690,0
2691,1
2692,0
2693,1
2694,1
2695,1
2696,0
2697,1
2698,1
2699,0
2700,1
2701,0
2702,0
2703,1
2704,1
2705,0
2706,1
2707,1
2708,1
2709,1
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,0
2719,1
2720,1
2721,1
2722,1
2723,1
2724,1
2725,1
2726,1
2727,1
2728,0
2729,1
2730,0
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,0
2740,1
2741,0
2742,0
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,0
2750,1
2751,1
2752,0
2753,1
2754,1
2755,1
2756,0
2757,0
2758,1
2759,1
2760,1
2761,0
2762,0
2763,0
2764,1
2765,0
2766,1
2767,1
2768,0
2769,1
2770,1
2771,1
2772,1
2773,1
2774,0
2775,1
2776,1
2777,0
2778,0
2779,0
2780,1
2781,0
2782,1
2783,1
2784,1
2785,0
2786,1
2787,1
2788,0
2789,0
2790,1
2791,0
2792,1
2793,1
2794,1
2795,0
2796,1
2797,1
2798,0
2799,0
2800,1
2801,1
2802,1
2803,1
2804,1
2805,1
2806,1
2807,1
2808,0
2809,0
2810,1
2811,0
2812,1
2813,1
2814,1
2815,0
2816,1
2817,0
2818,1
2819,1
2820,0
2821,0
2822,0
2823,1
2824,0
2825,0
2826,1
2827,1
2828,1
2829,1
2830,0
2831,0
2832,0
2833,1
2834,1
2835,0
2836,0
2837,1
2838,1
2839,0
2840,1
2841,0
2842,1
2843,1
2844,1
2845,0
2846,0
2847,1
2848,1
2849,1
2850,1
2851,1
2852,0
2853,1
2854,0
2855,1
2856,0
2857,1
2858,0
2859,0
2860,1
2861,1
2862,0
2863,1
2864,1
2865,0
2866,0
2867,0
2868,0
2869,1
2870,0
2871,1
2872,1
2873,1
2874,1
2875,1
2876,0
2877,0
2878,0
2879,1
2880,1
2881,0
2882,0
2883,0
2884,1
2885,1
2886,1
2887,1
2888,0
2889,1
2890,1
2891,1
2892,1
2893,0
2894,1
2895,1
2896,1
2897,1
2898,1
2899,1
2900,1
2901,0
2902,1
2903,1
2904,0
2905,1
2906,0
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,0
2914,0
2915,0
2916,1
2917,1
2918,1
2919,1
2920,0
2921,1
2922,0
2923,1
2924,1
2925,0
2926,0
2927,1
2928,0
2929,0
2930,0
2931,0
2932,1
2933,1
2934,0
2935,1
2936,0
2937,1
2938,1
2939,1
2940,0
2941,1
2942,1
2943,0
2944,0
2945,1
2946,1
2947,1
2948,0
2949,1
2950,0
2951,1
2952,1
2953,1
2954,1
2955,0
2956,1
2957,1
2958,1
2959,0
2960,1
2961,0
2962,1
2963,1
2964,1
2965,0
2966,0
2967,1
2968,1
2969,0
2970,1
2971,1
2972,0
2973,0
2974,1
2975,0
2976,1
2977,0
2978,1
2979,0
2980,1
2981,0
2982,1
2983,1
2984,1
2985,0
2986,0
2987,1
2988,1
2989,0
2990,1
2991,0
2992,1
2993,1
2994,1
2995,0
2996,0
